,genres,id,title,production_countries,vote_average,year
25387,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",212950,Eight Iron Men,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1952
25461,"[{'id': 35, 'name': 'Comedy'}]",20147,Dave Chappelle: For What it's Worth,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2004
25652,"[{'id': 35, 'name': 'Comedy'}]",99946,Exit Smiling,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1926
25654,"[{'id': 35, 'name': 'Comedy'}]",241804,Fearless Fagan,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1952
25746,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",29628,Get Crazy,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,1983
25748,"[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]",186845,Symphony of the Soil,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2013
25787,"[{'id': 35, 'name': 'Comedy'}]",19993,George Lopez: America's Mexican,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2007
25812,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",121611,The Biggest Bundle of Them All,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.5,1968
25902,"[{'id': 99, 'name': 'Documentary'}]",261207,A Night at the Movies: The Suspenseful World of Thrillers,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2009
26170,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",287299,Katt Williams: Priceless: Afterlife,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2014
26243,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",79327,The Littlest Angel,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2011
26309,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",90955,The Sky Dragon,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1949
26483,"[{'id': 35, 'name': 'Comedy'}]",98293,The Captain Hates the Sea,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1934
26494,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",79521,Miracle in the Rain,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1956
26677,"[{'id': 35, 'name': 'Comedy'}]",107593,June Bride,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1948
26880,[],123620,Spike of Bensonhurst,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1988
27010,"[{'id': 35, 'name': 'Comedy'}]",242097,How Sweet It Is!,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,1968
27295,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",138699,The Little Hut,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1957
27404,"[{'id': 18, 'name': 'Drama'}]",279979,The Court-Martial of Jackie Robinson,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1990
27435,"[{'id': 99, 'name': 'Documentary'}]",242675,"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.3,2013
27842,"[{'id': 99, 'name': 'Documentary'}]",224972,The Mask You Live In,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.7,2015
27908,"[{'id': 18, 'name': 'Drama'}]",66787,Mentor,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2006
27949,[],125305,Landscape Suicide,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,1987
28324,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",216652,Mike Birbiglia: My Girlfriend's Boyfriend,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2013
28325,"[{'id': 35, 'name': 'Comedy'}]",259395,Tom Segura: Completely Normal,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2014
28367,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 99, 'name': 'Documentary'}]",98554,Serving Life,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2011
28508,"[{'id': 35, 'name': 'Comedy'}]",13643,George Carlin: It's Bad for Ya!,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2008
28772,[],100205,Baby Snakes,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1979
28806,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}]",97593,Shark Kill,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1976
28825,"[{'id': 18, 'name': 'Drama'}]",260176,Southern Baptist Sissies,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2013
28922,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",13015,George Carlin: Life Is Worth Losing,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2005
29183,"[{'id': 99, 'name': 'Documentary'}]",321640,The Jinx: The Life and Deaths of Robert Durst,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.6,2015
29339,"[{'id': 99, 'name': 'Documentary'}]",32901,Mine,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2009
29491,"[{'id': 99, 'name': 'Documentary'}]",39185,Winning Time: Reggie Miller vs. The New York Knicks,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2010
29710,"[{'id': 35, 'name': 'Comedy'}]",216989,Doug Stanhope: Beer Hall Putsch,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2013
29732,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",298634,One Little Pill,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2014
29745,"[{'id': 99, 'name': 'Documentary'}]",256562,Tar Creek,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2009
29760,"[{'id': 99, 'name': 'Documentary'}]",133741,Radio Unnameable,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2012
30092,"[{'id': 99, 'name': 'Documentary'}]",42098,Streetwise,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1984
30212,"[{'id': 99, 'name': 'Documentary'}]",300179,The Lion’s Mouth Opens,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2014
30272,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",33744,The Impossible Years,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1968
30288,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",146679,Backyard Dogs,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2001
30313,"[{'id': 16, 'name': 'Animation'}]",53210,Duck Amuck,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1953
30415,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",99370,Got the Facts on Milk?,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2011
30833,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",72886,Mortal Kombat: The Journey Begins,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1995
31018,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",335805,Faith of Our Fathers,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.7,2015
31251,"[{'id': 35, 'name': 'Comedy'}]",140489,The Mother Of Invention,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2010
31615,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",273084,Bipolar,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2014
31697,"[{'id': 99, 'name': 'Documentary'}]",114887,The Dream Team,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2012
31726,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",53315,The Kreutzer Sonata,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2008
31878,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",347968,One Minute Time Machine,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2014
32135,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",224100,The Paw Project,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2013
32177,"[{'id': 99, 'name': 'Documentary'}]",137853,Journey to Planet X,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2012
32530,"[{'id': 35, 'name': 'Comedy'}]",264569,Dave Attell: Road Work,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.8,2014
32594,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",43710,Who's Minding The Mint?,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1967
33627,[],267178,Mad As Hell,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2014
33876,"[{'id': 99, 'name': 'Documentary'}]",345323,Unity,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2015
34667,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",293603,The Roosevelts: An Intimate History,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2014
34714,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",189215,The Untold History of the United States,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2012
34877,"[{'id': 10402, 'name': 'Music'}]",38119,Neil Young & Crazy Horse: Rust Never Sleeps,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1979
35011,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",134743,Who Am I This Time?,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1982
35017,"[{'id': 37, 'name': 'Western'}]",202727,Cattle Town,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1952
35180,"[{'id': 99, 'name': 'Documentary'}]",19446,One Six Right,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2005
35214,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",180929,Whiffs,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1975
35248,"[{'id': 99, 'name': 'Documentary'}]",357681,Hitting the Apex,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2015
35257,"[{'id': 99, 'name': 'Documentary'}]",291537,Winning: The Racing Life of Paul Newman,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2015
35461,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",43823,Tom Brown's School Days,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1940
35818,"[{'id': 18, 'name': 'Drama'}]",277631,Birch Interval,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1976
36230,"[{'id': 35, 'name': 'Comedy'}]",135097,The Cinema Snob Movie,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2012
36291,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",92060,Michael Jackson's Thriller,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,1983
37200,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",334495,The Barkley Marathons: The Race That Eats Its Young,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2014
37342,"[{'id': 18, 'name': 'Drama'}]",254661,O'er the Land,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2009
37642,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",379925,The Answers,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2015
37877,"[{'id': 35, 'name': 'Comedy'}]",185273,Bowery Battalion,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1951
37923,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",53202,The T.A.M.I. Show,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.7,1964
37982,"[{'id': 99, 'name': 'Documentary'}]",57656,Dangerous Days: Making Blade Runner,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2007
38019,"[{'id': 35, 'name': 'Comedy'}]",85613,Kentucky Kernels,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1934
38045,"[{'id': 99, 'name': 'Documentary'}]",355230,In Jackson Heights,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2015
38061,"[{'id': 18, 'name': 'Drama'}]",230284,One Man's Journey,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1933
38212,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",86517,It's Such a Beautiful Day,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.6,2011
38590,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",120259,About Mrs. Leslie,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1954
38599,"[{'id': 99, 'name': 'Documentary'}]",362268,Stretch and Bobbito: Radio That Changed Lives,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2015
38699,"[{'id': 99, 'name': 'Documentary'}]",52406,Fresh,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2009
38986,"[{'id': 99, 'name': 'Documentary'}]",322745,Counting,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2015
39078,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",400791,Old Fashioned: The Story of the Wisconsin Supper Club,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2015
39094,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",400608,Bo Burnham: Make Happy,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2016
39220,"[{'id': 18, 'name': 'Drama'}]",266279,Night World,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,1932
39233,"[{'id': 99, 'name': 'Documentary'}]",377462,O.J.: Made in America,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2016
39376,"[{'id': 99, 'name': 'Documentary'}]",309882,Patterns of Evidence: The Exodus,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2015
39386,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",399106,Piper,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2016
39760,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",86360,Sunnyside Up,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1929
39856,"[{'id': 99, 'name': 'Documentary'}]",149320,King: A Filmed Record... Montgomery to Memphis,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,1970
39929,"[{'id': 35, 'name': 'Comedy'}]",376482,Tom Segura: Mostly Stories,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2016
40085,"[{'id': 35, 'name': 'Comedy'}]",403936,Deon Cole: Cole-Blooded Seminar,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2016
40148,"[{'id': 35, 'name': 'Comedy'}]",347105,The Best of Insomniac with Dave Attell Volume 1,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2003
40278,"[{'id': 35, 'name': 'Comedy'}]",89984,The Cuckoos,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1930
40381,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",87788,The Legend of Nigger Charley,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1972
40401,[],388273,No Letting Go,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2016
40458,"[{'id': 16, 'name': 'Animation'}]",352812,Tick Tock Tale,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2010
40472,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",409696,Over the Garden Wall,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2014
40568,"[{'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]",381028,Tower,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2016
40748,[],24043,States of Grace,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2005
40970,"[{'id': 99, 'name': 'Documentary'}]",376389,Sky Ladder: The Art of Cai Guo-Qiang,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2016
41090,"[{'id': 27, 'name': 'Horror'}]",422514,Killjoy's Psycho Circus,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2016
41603,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",406785,Inner Workings,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2016
41637,"[{'id': 35, 'name': 'Comedy'}]",26016,Kathy Griffin: She'll Cut a Bitch,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2009
41646,"[{'id': 35, 'name': 'Comedy'}]",401593,Big Jay Oakerson: Live at Webster Hall,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2016
41700,"[{'id': 35, 'name': 'Comedy'}]",323690,Matt Braunger: Big Dumb Animal,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.6,2015
41739,"[{'id': 35, 'name': 'Comedy'}]",418990,Kyle Kinane: Loose in Chicago,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2016
41740,"[{'id': 35, 'name': 'Comedy'}]",320892,Kyle Kinane: I Liked His Old Stuff Better,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2015
42179,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",295011,Patient Zero,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,
42422,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",430780,"Michael Bolton's Big, Sexy Valentine's Day Special","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2017
42477,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",343018,American Sharia,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2015
42491,"[{'id': 10402, 'name': 'Music'}]",394269,Lemonade,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.8,2016
42579,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",32532,Everything Will Be OK,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2006
42607,"[{'id': 35, 'name': 'Comedy'}]",377446,Tony Hinchcliffe: One Shot,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2016
42612,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",390837,Stephen Lynch: Hello Kalamazoo,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2016
42620,"[{'id': 35, 'name': 'Comedy'}]",399810,Brad Williams: Daddy Issues,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,2016
42628,"[{'id': 35, 'name': 'Comedy'}]",415735,Sebastian Maniscalco: Why Would You Do That?,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2016
42730,"[{'id': 35, 'name': 'Comedy'}]",399798,Brad Williams: Fun Size,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2015
42733,"[{'id': 35, 'name': 'Comedy'}]",342546,Nick Swardson: Taste It,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2015
42746,"[{'id': 35, 'name': 'Comedy'}]",362108,Paul F. Tompkins: Crying and Driving,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2015
42753,"[{'id': 35, 'name': 'Comedy'}]",371347,Marc Maron: More Later,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2015
42835,"[{'id': 28, 'name': 'Action'}]",55505,To Be the Best,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.0,1993
42882,"[{'id': 35, 'name': 'Comedy'}]",144092,Chris Hardwick: Mandroid,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2012
43342,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",278901,Korgoth of Barbaria,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2006
43377,"[{'id': 99, 'name': 'Documentary'}]",426224,Jedi Junior High,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,
43703,"[{'id': 99, 'name': 'Documentary'}]",447818,Generation Iron 2,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2017
43783,"[{'id': 99, 'name': 'Documentary'}]",395965,A Billion Lives,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9.5,2016
43848,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",411518,Triumph's Summer Election Special 2016,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2016
43903,"[{'id': 35, 'name': 'Comedy'}]",263029,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.4,2004
44081,"[{'id': 99, 'name': 'Documentary'}]",390319,Tickling Giants,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.2,2017
44184,"[{'id': 99, 'name': 'Documentary'}]",154028,Ed Wood: Look Back in Angora,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1994
44390,"[{'id': 35, 'name': 'Comedy'}]",458310,Hasan Minhaj: Homecoming King,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2017
44763,"[{'id': 99, 'name': 'Documentary'}]",461805,The Putin Interviews,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.1,2017
44836,"[{'id': 99, 'name': 'Documentary'}]",411007,Abacus: Small Enough to Jail,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2017
44893,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",32534,I Am So Proud of You,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2008
44927,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",449758,Five Came Back,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2017
44972,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",273059,Starving in Suburbia,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,2014
45003,"[{'id': 99, 'name': 'Documentary'}]",432615,Chasing Coral,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.7,2017
45080,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",76498,Heartworn Highways,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,1976
45213,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",412103,Rick and Morty: State of Georgia Vs. Denver Fenton Allen,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.7,2016
45256,"[{'id': 99, 'name': 'Documentary'}]",450875,LA 92,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.8,2017
45336,"[{'id': 18, 'name': 'Drama'}]",269981,Twelve Angry Men,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.5,1954
45371,"[{'id': 16, 'name': 'Animation'}]",460135,LEGO DC Super Hero Girls: Brain Drain,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10.0,2017
45437,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",455661,In a Heartbeat,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8.3,2017
